id,name,Rating,Bedrooms,Bathroom,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,license Satuts,
43806243,Condo in Chicago ,1.0, 1 bed , 1 bath,41.76766,-87.6224,Entire home/apt,56,32,2,8/12/2023,0,4,67,1,R20000056933,  Register,
43816726,Rental unit in Chicago ,4.9, 1 bedroom , 1 bath,41.89337,-87.63799,Entire home/apt,115,32,65,5/27/2022,2,1,38,0,R21000075852,  Register,
43818411,Guest suite in Chicago ,4.9, 1 bedroom , 1 bath,41.85805,-87.64188,Entire home/apt,115,1,105,8/27/2023,3,1,68,33,R20000056428,  Register,
43830019,Condo in Chicago ,1.0, 1 bed , 1 private bath,41.90077,-87.61972,Private room,64,1,0,8/27/2023,,11,0,0,R21000073635,  Register,
43835007,Condo in Chicago ,1.0, 1 bed , 1 private bath,41.89928,-87.62157,Private room,56,1,1,7/14/2020,0,11,0,0,R19000039401,  Register,
43835556,Home in Chicago ,5.0, 1 bedroom , 1 bath,41.89359,-87.6896,Entire home/apt,144,2,150,8/24/2023,4,1,324,46,R20000057877,  Register,
43848129,Rental unit in Chicago ,4.9, 1 bedroom , 1 bath,42.00358,-87.65816,Entire home/apt,127,2,92,8/20/2023,2,1,269,25,R19000037898,  Register,
43872717,Condo in Chicago ,5.0, 1 bedroom , 1 bath,41.96217,-87.6493,Entire home/apt,67,32,12,6/6/2022,0,1,0,0,City registration pending,Not Registers,
43876715,Rental unit in Chicago ,5.0, 2 bedrooms , 1 bath,41.9462,-87.65029,Entire home/apt,221,1,8,8/6/2023,0,6,255,3,R22000092432,  Register,
43877038,Rental unit in Chicago ,4.9, 1 bedroom , 1 bath,41.9449,-87.65048,Entire home/apt,100,1,39,8/11/2023,1,6,255,15,R22000092432,  Register,
43898901,Rental unit in Chicago ,4.7, 2 bedrooms , 1 bath,41.92417,-87.77304,Entire home/apt,65,1,3,9/11/2023,1,1,183,3,R22000094339,  Register,
43899284,Rental unit in Chicago ,4.9, 2 bedrooms , 2 baths,41.9308,-87.64434,Entire home/apt,241,2,29,6/17/2023,1,22,331,2,2718818,  Register,
43947806,Home in Chicago , 6  s , 6 beds , 3.5 baths,42.00247,-87.70766,Entire home/apt,635,32,0,6/17/2023,,1,83,0,City registration pending,Not Registers,
43986433,Home in Chicago ,4.9, 6 bedrooms , 2.5 baths,41.98773,-87.70924,Entire home/apt,433,2,88,8/27/2023,2,5,339,33,R17000015469,  Register,
44033952,Rental unit in Chicago ,4.8, 3 bedrooms , 2 baths,41.76815,-87.58672,Entire home/apt,230,2,97,8/13/2023,3,1,175,22,R20000058338,  Register,
44042642,Home in Chicago ,   , 1 bed , 1 bath,42.01746,-87.70771,Private room,45,32,0,8/13/2023,,1,0,0,City registration pending,Not Registers,
44045740,Rental unit in Chicago ,4.7, 2 bedrooms , 2 baths,41.92909,-87.64285,Entire home/apt,324,3,18,6/5/2023,0,22,334,4,2718818,  Register,
44047696,Condo in Chicago , , 2 beds , 2 baths,41.8901,-87.62104,Entire home/apt,103,50,0,6/5/2023,,1,0,0,City registration pending,Not Registers,
44051925,Rental unit in Chicago ,4.4, Studio , 1 bath,41.98602,-87.65629,Entire home/apt,135,1,22,8/23/2023,1,3,359,8,R22000084990,  Register,
44058297,Rental unit in Chicago ,4.9, 1 bedroom , 1 bath,41.73147,-87.58412,Entire home/apt,85,3,9,6/11/2023,0,5,362,3,R19000042634,  Register,
44063437,Rental unit in Chicago ,5.0, 2 bedrooms , 1 bath,41.94469,-87.68003,Entire home/apt,199,32,18,7/5/2023,1,2,209,6,2209640,  Register,
44066069,Home in Chicago ,4.6, 1 bedroom , 2 shared baths,41.87908,-87.70242,Private room,80,32,8,9/12/2021,0,34,254,0,City registration permit pending,  Register,
44085884,Condo in Chicago ,5.0, 1 bedroom , 1 bath,41.89615,-87.62562,Entire home/apt,100,32,12,8/12/2023,0,1,119,6,City registration pending,Not Registers,
44113617,Condo in Chicago ,4.5, 2 bedrooms , 2 baths,41.89717,-87.63868,Entire home/apt,105,2,133,9/4/2023,4,35,347,49,2570168,  Register,
44115433,Condo in Chicago , , 20 beds , 6 baths,41.89716,-87.63784,Entire home/apt,606,2,2,8/27/2023,0,35,0,1,2570165,  Register,
44116982,Condo in Chicago ,4.7, 4 bedrooms , 3 baths,41.89923,-87.6384,Entire home/apt,288,2,24,8/13/2023,1,35,0,5,2570168,  Register,
44124151,Rental unit in Chicago ,4.7, 3 bedrooms , 1 bath,41.93993,-87.70002,Entire home/apt,188,2,120,9/4/2023,3,1,165,30,R22000090452,  Register,
44126327,Rental unit in Chicago ,4.7, 1 bedroom , 1 bath,41.89439,-87.62979,Entire home/apt,228,1,727,9/10/2023,19,19,299,206,2694638,  Register,
44126335,Rental unit in Chicago ,4.8, 2 bedrooms , 2 baths,41.89591,-87.62815,Entire home/apt,285,1,749,9/10/2023,20,19,283,237,2694638,  Register,
44126353,Rental unit in Chicago ,4.8, Studio , 1 bath,41.89511,-87.62985,Entire home/apt,228,1,595,9/11/2023,15,19,298,135,2694638,  Register,
44132383,Condo in Chicago ,4.8, 4 bedrooms , 3 baths,41.8964,-87.63764,Entire home/apt,288,2,20,8/20/2023,1,35,326,11,2570163,  Register,
44135080,Rental unit in Chicago ,4.8, 4 bedrooms , 2 baths,41.97039,-87.68545,Entire home/apt,318,2,173,8/27/2023,5,1,325,42,R20000056746,  Register,
44136045,Rental unit in Chicago ,4.6, 5 bedrooms , 5 baths,41.93338,-87.65826,Entire home/apt,220,2,19,8/27/2023,1,35,336,10,2423660,  Register,
44145458,Rental unit in Chicago ,4.6, 1 bedroom , 1 bath,41.93175,-87.65689,Entire home/apt,29,2,87,9/7/2023,2,35,346,38,2429017,  Register,
44161649,Rental unit in Chicago , 6  s , 11 beds , 6 baths,41.8962,-87.6394,Entire home/apt,298,2,1,4/27/2022,0,35,326,0,2665020,  Register,
44162119,Rental unit in Chicago ,4.6, 5 bedrooms , 5 baths,41.89651,-87.63954,Entire home/apt,317,2,14,8/27/2023,1,35,318,6,2665019,  Register,
44163692,Bungalow in Chicago ,5.0, 1 bedroom , 1 shared bath,41.919392,-87.779465,Private room,150,1,7,6/26/2023,0,4,365,3,R22000077883,  Register,
44189377,Home in Chicago ,5.0, 3 bedrooms , 3.5 baths,41.94938,-87.68561,Entire home/apt,450,30,3,7/22/2023,0,2,297,1,R19000051338,  Register,
44203673,Bungalow in Chicago ,4.4, 1 bedroom , 1 shared bath,41.76336,-87.5739,Private room,30,1,10,9/4/2023,1,8,359,5,R18000036975,  Register,
44206651,Guest suite in Chicago , , 2 beds , 2 baths,41.94977,-87.6856,Entire home/apt,300,2,2,8/8/2022,0,2,254,0,R19000051338,  Register,
44213093,Rental unit in Chicago ,4.9, 1 bedroom , 1 bath,41.92912,-87.64455,Entire home/apt,234,2,38,6/25/2023,1,22,324,5,2718818,  Register,
44213095,Rental unit in Chicago ,4.8, 1 bedroom , 1 bath,41.92919,-87.64435,Entire home/apt,304,3,25,5/27/2023,1,22,326,4,2718818,  Register,
44213097,Rental unit in Chicago ,4.7, 1 bedroom , 1 bath,41.93081,-87.64292,Entire home/apt,242,3,3,10/10/2022,0,22,334,1,2718818,  Register,
44213162,Rental unit in Chicago ,4.9, 2 bedrooms , 2 baths,41.92901,-87.64412,Entire home/apt,327,3,35,6/17/2023,1,22,334,10,2718818,  Register,
44233734,Condo in Chicago ,4.8, 2 bedrooms , 2 baths,41.8659,-87.62536,Entire home/apt,216,2,137,9/4/2023,4,5,69,28,R21000064441,  Register,
44234449,Condo in Chicago ,4.8, 2 bedrooms , 2 baths,41.86788,-87.62523,Entire home/apt,300,2,145,8/29/2023,4,5,60,44,R22000086739,  Register,
44234840,Condo in Chicago ,4.8, 2 bedrooms , 2 baths,41.86647,-87.62561,Entire home/apt,216,2,139,9/1/2023,4,5,60,28,R22000086738,  Register,
44252444,Home in Chicago ,4.9, 5 bedrooms , 3.5 baths,41.90884,-87.6378,Entire home/apt,809,2,99,9/4/2023,3,1,302,20,R18000033663,  Register,
44259231,Bungalow in Chicago ,1.0, 1 bed , 1 shared bath,41.76436,-87.57167,Private room,26,32,1,5/7/2023,0,8,365,1,R18000036975,  Register,
44259635,Condo in Chicago ,5.0, 3 bedrooms , 3 baths,41.91007,-87.67199,Entire home/apt,736,3,11,8/6/2023,0,1,177,4,R20000056815,  Register,
44292481,Condo in Chicago ,4.8, 2 bedrooms , 2 baths,41.86589,-87.62386,Entire home/apt,262,2,107,8/23/2023,3,5,59,39,R21000068177,  Register,
44300957,Loft in Chicago ,1.0, 2 beds , 1 bath,41.92856,-87.65444,Entire home/apt,235,32,2,4/17/2021,0,1,178,0,R20000056802,  Register,
44305841,Condo in Chicago ,4.8, 2 bedrooms , 2 baths,41.86762,-87.62522,Entire home/apt,224,3,110,9/5/2023,3,5,60,37,R22000086740,  Register,
44307585,Rental unit in Chicago ,4.9, 4 bedrooms , 2 baths,41.8967,-87.70228,Entire home/apt,315,2,67,9/9/2023,2,2,31,27,R20000052971,  Register,
44322872,Rental unit in Chicago ,4.9, 2 bedrooms , 1 bath,41.95073,-87.71465,Entire home/apt,105,1,94,8/7/2023,2,1,13,25,R22000077175,  Register,
44326178,Home in Chicago ,3.9, 1 bedroom , 2 shared baths,41.87733,-87.70448,Private room,88,32,20,8/12/2021,1,34,0,0,City registration permit pending,  Register,
44375009,Rental unit in Chicago ,4.8, 3 bedrooms , 1 bath,41.93843,-87.71647,Entire home/apt,155,2,64,8/22/2023,2,1,349,29,R21000073767,  Register,
44402955,Rental unit in Chicago ,4.7, 1 bedroom , 1 bath,41.91596,-87.70656,Entire home/apt,90,2,81,8/27/2023,2,24,339,30,R20000056925,  Register,
44419368,Loft in Chicago ,5.0, 1 bedroom , 1.5 baths,41.89301,-87.61684,Entire home/apt,354,32,8,8/1/2021,0,1,363,0,City registration pending,Not Registers,
44432427,Rental unit in Chicago ,4.6, 1 bedroom , 1 shared bath,41.98344,-87.67374,Private room,90,1,26,7/15/2023,1,2,315,9,R20000056807,  Register,
44433063,Home in Chicago ,5.0, 2 bedrooms , 2 baths,41.93041611,-87.64987946,Entire home/apt,283,4,66,4/29/2023,2,2,235,16,R22000089801,  Register,
44446862,Rental unit in Chicago ,4.7, 2 bedrooms , 1 bath,41.95612,-87.71152,Entire home/apt,79,1,79,9/3/2023,2,1,152,26,R23000107637,  Register,
44451347,Townhouse in Chicago ,4.9, 4 bedrooms , 3 baths,41.85039,-87.64038,Entire home/apt,319,2,60,8/28/2023,2,1,155,25,R21000062674,  Register,
44472684,Rental unit in Chicago ,   , 1 bed , 1 bath,41.8772287,-87.6290111,Entire home/apt,101,32,0,8/28/2023,,645,310,0,32+days Listing,  Register,
44472765,Rental unit in Chicago ,4.3, 1 bedroom , 1 bath,41.8772287,-87.6290111,Entire home/apt,127,32,3,4/25/2021,0,645,327,0,32+days Listing,  Register,
44472783,Rental unit in Chicago ,1.0, 1 bed , 1 bath,41.8772287,-87.6290111,Entire home/apt,114,32,1,8/27/2022,0,645,275,0,32+days Listing,  Register,
44472823,Rental unit in Chicago ,1.0, 1 bed , 1 bath,41.8772287,-87.6290111,Entire home/apt,111,32,2,12/8/2022,0,645,336,1,32+days Listing,  Register,
44472881,Rental unit in Chicago ,   , 1 bed , 1 bath,41.9089458,-87.6504842,Entire home/apt,97,32,1,3/31/2021,0,645,252,0,32+days Listing,  Register,
44472905,Rental unit in Chicago ,   , 1 bed , 1 bath,41.9089458,-87.6504842,Entire home/apt,99,32,0,3/31/2021,,645,253,0,32+days Listing,  Register,
44490049,Rental unit in Chicago ,4.9, Studio , 1 bath,41.85605,-87.65083,Entire home/apt,58,1,168,8/29/2023,4,1,329,57,R20000057605,  Register,
44522611,Rental unit in Chicago ,5.0, Studio , 1 bath,41.93612,-87.64165,Entire home/apt,70,32,3,1/30/2021,0,1,0,0,R20000057603,  Register,
44535810,Guest suite in Chicago ,5.0, 1 bedroom , 1 bath,41.93292,-87.7084,Entire home/apt,81,2,187,9/10/2023,5,1,125,69,R21000074700,  Register,
44552341,Bungalow in Chicago ,1.0, 1 bed , 1 shared bath,41.79003,-87.63254,Private room,38,32,0,9/10/2023,,7,158,0,R19000037484,  Register,
44553777,Rental unit in Chicago ,4.8, Studio , 1 shared bath,41.96577,-87.68693,Private room,34,32,16,10/12/2020,0,1,112,0,City registration pending,Not Registers,
44557865,Home in Chicago ,4.3, 1 bedroom , 1 shared bath,41.76386,-87.61488,Private room,58,1,72,9/3/2023,2,2,269,13,R21000073814,  Register,
44557909,Condo in Chicago ,4.8, 3 bedrooms , 1 bath,41.94855,-87.65806,Entire home/apt,193,2,108,9/11/2023,3,8,162,32,R21000062759,  Register,
44566641,Rental unit in Chicago , , 2 beds , 1 bath,41.8986092,-87.6206819,Entire home/apt,149,32,0,9/11/2023,,645,282,0,32+days Listing,  Register,
44566657,Rental unit in Chicago ,   , 1 bed , 1 bath,41.9089458,-87.6504842,Entire home/apt,101,32,0,9/11/2023,,645,285,0,32+days Listing,  Register,
44566720,Rental unit in Chicago ,1.0, 1 bed , 1 bath,41.885581,-87.6257005,Entire home/apt,150,32,2,1/30/2021,0,645,188,0,32+days Listing,  Register,
44566724,Rental unit in Chicago ,1.0, 1 bed , 1 bath,41.885581,-87.6257005,Entire home/apt,127,32,0,1/30/2021,,645,331,0,32+days Listing,  Register,
44566726,Rental unit in Chicago , , 2 beds , 2 baths,41.885581,-87.6257005,Entire home/apt,171,32,2,3/25/2023,0,645,312,1,32+days Listing,  Register,
44566777,Rental unit in Chicago , , 2 beds , 2 baths,41.8772287,-87.6290111,Entire home/apt,149,32,0,3/25/2023,,645,269,0,32+days Listing,  Register,
44566798,Rental unit in Chicago , , 2 beds , 2 baths,41.885581,-87.6257005,Entire home/apt,168,32,0,3/25/2023,,645,352,0,32+days Listing,  Register,
44595752,Rental unit in Chicago ,5.0, 1 bedroom , 1 bath,41.89117,-87.61773,Entire home/apt,249,32,5,2/14/2023,0,15,352,1,City registration pending,Not Registers,
44665594,Home in Chicago ,4.4, 1 bedroom , 1 shared bath,41.76429,-87.6132,Private room,54,1,43,8/7/2023,1,2,363,10,R21000073814,  Register,
44675774,Rental unit in Chicago ,5.0, 2 bedrooms , 1 bath,41.99465,-87.69898,Entire home/apt,140,32,64,9/4/2023,2,1,56,12,R20000057614,  Register,
44680198,Guest suite in Chicago ,4.9, 2 bedrooms , 1 bath,41.83425,-87.65498,Entire home/apt,70,2,101,8/30/2023,3,1,110,51,R21000062030,  Register,
44697481,Rental unit in Chicago , , 2 beds , 2 baths,41.8772287,-87.6290111,Entire home/apt,149,32,2,5/16/2022,0,645,270,0,32+days Listing,  Register,
44839791,Home in Chicago ,5.0, 1 bedroom , 1 shared bath,41.8527,-87.72157,Private room,52,7,8,9/4/2023,0,2,350,5,R19000050275,  Register,
44952202,Home in Chicago ,4.9, 1 bedroom , 1 shared bath,41.92588,-87.79597,Private room,82,1,25,8/7/2023,1,3,256,8,R21000072582,  Register,
44971476,Rental unit in Chicago ,4.9, 2 bedrooms , 1 bath,41.89858,-87.7041,Entire home/apt,117,7,14,8/1/2022,0,2,10,0,R20000052971,  Register,
45000378,Bungalow in Chicago , , 1 bed , 1.5 shared baths,41.75552,-87.56829,Private room,50,32,2,6/1/2021,0,2,180,0,R20000057872,  Register,
45009173,Rental unit in Chicago ,5.0, 1 bedroom , 1 bath,41.90788,-87.71418,Entire home/apt,97,2,93,9/9/2023,3,1,133,24,R22000092434,  Register,
45099241,Rental unit in Chicago ,5.0, 3 bedrooms , 1 bath,41.91471,-87.71236,Entire home/apt,174,3,75,9/3/2023,2,6,133,26,R20000054738,  Register,
45102210,Condo in Chicago ,3.7, 4 bedrooms , 3 baths,41.92796,-87.69772,Entire home/apt,1000,32,6,10/10/2021,0,9,365,0,R17000015121,  Register,
45106084,Rental unit in Chicago ,1.0, 1 bed , 1 bath,41.92731,-87.71955,Private room,50,32,0,10/10/2021,,1,0,0,City registration pending,Not Registers,
45153834,Condo in Chicago ,0.00, 2 beds , 2 baths,41.89919,-87.66267,Entire home/apt,125,32,1,11/2/2020,0,1,173,0,R20000058340,  Register,
45160983,Condo in Chicago , , 2 beds , 1 bath,41.8979,-87.69879,Entire home/apt,100,30,0,11/2/2020,,3,87,0,R21000072585,  Register,
45172935,Hotel in Chicago ,4.6, 1 bedroom , 1 private bath,41.88516,-87.62486,Hotel room,299,32,78,5/4/2023,2,3,104,50,47-5611763,  Register,
45177129,Home in Chicago ,4.6, 5 bedrooms , 3 baths,41.9549,-87.70571,Entire home/apt,829,2,19,7/16/2023,1,9,365,1,R17000015121,  Register,
45177174,Rental unit in Chicago ,4.6, 2 bedrooms , 1 bath,41.91073,-87.70246,Entire home/apt,69,1,106,9/4/2023,3,1,343,36,R20000058508,  Register,
45214721,Rental unit in Chicago ,4.8, 2 bedrooms , 1 bath,41.83636,-87.64639,Entire home/apt,158,2,45,9/5/2023,1,1,76,27,R20000054991,  Register,
45237690,Rental unit in Chicago ,4.9, 2 bedrooms , 1 bath,41.81891,-87.61384,Entire home/apt,120,2,9,9/20/2021,0,2,139,0,R22000087626,  Register,
45241534,Rental unit in Chicago ,5.0, 3 bedrooms , 1 bath,41.9129,-87.72474,Entire home/apt,272,1,52,8/18/2023,2,3,64,29,R21000071959,  Register,
45250313,Rental unit in Chicago , , 2 beds , 2 baths,41.8772287,-87.6290111,Entire home/apt,173,32,1,9/19/2021,0,645,365,0,32-days listing,  Register,
45259783,Rental unit in Chicago ,4.5, 1 bedroom , 2 shared baths,41.94734,-87.71133,Private room,47,1,87,8/13/2023,2,5,332,32,R21000073218,  Register,
45267441,Home in Chicago ,4.8, 1 bedroom , 1.5 shared baths,41.84819,-87.6769,Private room,55,3,12,9/19/2022,0,3,170,1,R20000058370,  Register,
45267938,Home in Chicago ,4.8, 1 bedroom , 1.5 shared baths,41.85021,-87.67831,Private room,38,32,41,10/22/2022,1,3,257,5,R21000073252,  Register,
45301793,Home in Chicago ,5.0, 1 bedroom , 1 private bath,41.93849,-87.78799,Private room,71,2,8,8/23/2023,0,6,358,2,R20000058899,  Register,
45303919,Home in Chicago ,4.9, 1 bedroom , 1 shared bath,41.93972,-87.7867,Private room,57,1,54,9/4/2023,1,6,350,22,R20000058899,  Register,
45304237,Home in Chicago ,4.9, 1 bedroom , 1 shared bath,41.93843,-87.78822,Private room,57,1,57,8/7/2023,2,6,365,19,R20000058899,  Register,
45304453,Home in Chicago ,5.0, 1 bedroom , 1 private bath,41.94014,-87.78861,Private room,69,1,74,9/4/2023,2,6,356,17,R20000058899,  Register,
45304613,Home in Chicago ,4.9, 1 bedroom , 1 private bath,41.94034,-87.78655,Private room,61,1,53,7/23/2023,2,6,358,20,R20000058899,  Register,
45313325,Home in Chicago ,3.4, 2 bedrooms , 2 shared baths,41.87763,-87.7045,Private room,120,32,5,10/10/2021,0,34,0,0,City registration pending,Not Registers,
45328855,Rental unit in Chicago ,4.8, 1 bedroom , 1 bath,41.93825,-87.68796,Entire home/apt,107,2,87,8/19/2023,3,1,140,33,R20000058342,  Register,
45329300,Home in Chicago ,4.8, 5 bedrooms , 4 baths,41.93589,-87.69746,Entire home/apt,464,3,59,9/5/2023,2,1,142,14,R21000073812,  Register,
45334247,Home in Chicago ,4.8, 2 bedrooms , 2 baths,41.8778,-87.66729,Entire home/apt,141,1,20,8/4/2023,1,1,345,6,R22000091614,  Register,
45337459,Rental unit in Chicago ,5.0, 3 bedrooms , 2 baths,41.81999588,-87.61315918,Entire home/apt,135,1,80,9/10/2023,2,2,295,27,R22000087626,  Register,
45368483,Home in Chicago ,4.9, 1 bedroom , 1.5 shared baths,41.99264,-87.71464,Private room,49,2,41,8/25/2023,1,12,65,26,R20000058360,  Register,
45370544,Rental unit in Chicago ,5.0, 3 bedrooms , 1 bath,41.89506,-87.67748,Entire home/apt,332,2,64,9/10/2023,2,2,339,19,R21000064179,  Register,
45399688,Rental unit in Chicago ,4.7, 2 bedrooms , 1 bath,41.91696,-87.69141,Entire home/apt,145,2,78,8/14/2023,2,1,311,20,R20000058344,  Register,
45401270,Guest suite in Chicago ,4.5, 2 bedrooms , Half-bath,41.77668,-87.69703,Entire home/apt,102,1,46,8/6/2023,1,1,359,9,R21000075665,  Register,
45413453,Townhouse in Chicago ,5.0, 3 bedrooms , 1.5 baths,41.97969,-87.70244,Entire home/apt,86,5,8,8/7/2023,0,1,17,3,R20000058343,  Register,
45414008,Rental unit in Chicago ,4.6, Studio , 1 bath,42.01792,-87.6672,Entire home/apt,50,32,10,4/18/2021,0,1,0,0,R20000058347,  Register,
45423930,Home in Chicago ,4.8, 1 bedroom , 1.5 shared baths,41.99236,-87.71524,Private room,33,2,46,9/1/2023,1,12,68,20,R20000058360,  Register,
45424624,Rental unit in Chicago ,1.0, 1 bed , 1 private bath,41.86008,-87.66361,Private room,60,32,1,11/6/2020,0,29,365,0,City registration pending,Not Registers,
45453685,Guest suite in Chicago ,4.9, 1 bedroom , 1 bath,41.85551,-87.66418,Entire home/apt,139,2,140,9/5/2023,4,2,93,42,R23000105132,  Register,
45455836,Rental unit in Chicago ,   , 2 beds , 1 bath,41.90935,-87.67369,Entire home/apt,100,32,1,11/17/2020,0,1,0,0,R20000058503,  Register,
45463788,Rental unit in Chicago ,1.0, 1 bed , 1 bath,41.8945286,-87.6334052,Entire home/apt,182,32,1,9/30/2022,0,645,267,1,32+days Listing,  Register,
45463808,Rental unit in Chicago ,1.0, 1 bed , 1 bath,41.8945286,-87.6334052,Entire home/apt,155,32,0,9/30/2022,,645,351,0,32+days Listing,  Register,
45465696,Bed and breakfast in Chicago ,4.8, 1 bedroom , 1 private bath,41.94391,-87.64975,Private room,92,1,308,9/2/2023,8,10,62,93,2738085,  Register,
45485313,Rental unit in Chicago ,1.0, 1 bed , 1 shared bath,41.85914,-87.66355,Private room,52,32,0,9/2/2023,,29,365,0,City registration pending,Not Registers,
45485389,Rental unit in Chicago ,1.0, 1 bed , 1 shared bath,41.85966,-87.66151,Private room,52,32,0,9/2/2023,,29,365,0,City registration pending,Not Registers,
45493080,Rental unit in Chicago ,4.7, 3 bedrooms , 1 bath,41.90355,-87.73382,Entire home/apt,136,1,62,8/27/2023,2,1,167,22,R21000061633,  Register,
45494623,Condo in Chicago ,5.0, 1 bedroom , 1 bath,41.91618,-87.636078,Entire home/apt,179,2,28,9/5/2023,4,2,50,28,R21000060719,  Register,
45495441,Rental unit in Chicago ,4.5, 1 bedroom , 1 bath,41.93845,-87.66574,Entire home/apt,90,32,4,8/16/2022,0,34,365,0,City registration pending,Not Registers,
45504202,Home in Chicago ,1.0, 1 bed , 1 shared bath,41.88419,-87.6966,Private room,52,32,0,8/16/2022,,29,365,0,R20000058893,  Register,
45505018,Home in Chicago ,1.0, 1 bed , 1 private bath,41.8829,-87.69509,Private room,60,32,2,8/23/2021,0,29,365,0,R20000058893,  Register,
45505156,Rental unit in Chicago ,1.0, 1 bed , 1 shared bath,41.8597,-87.66149,Private room,52,32,0,8/23/2021,,29,365,0,City registration pending,Not Registers,
45512087,Bed and breakfast in Chicago ,4.8, 1 bedroom , 1 shared bath,41.9444,-87.64962,Private room,88,1,330,9/3/2023,9,10,70,111,2738085,  Register,
45515581,Rental unit in Chicago ,4.9, 1 bedroom , 1 bath,41.83037,-87.61904,Entire home/apt,119,3,78,8/18/2023,2,2,129,26,R22000094327,  Register,
45517447,Home in Chicago ,1.0, 1 bed , 1 shared bath,41.88321,-87.69676,Private room,52,32,0,8/18/2023,,29,365,0,R20000058893,  Register,
45530485,Condo in Chicago ,4.5, Studio , 1 bath,41.91101,-87.67865,Entire home/apt,67,1,111,8/20/2023,3,2,325,27,R22000076652,  Register,
45546582,Rental unit in Chicago ,5.0, 2 bedrooms , 1 bath,41.89726,-87.67734,Entire home/apt,193,2,87,9/4/2023,2,1,64,26,R21000061839,  Register,
45564076,Home in Chicago ,4.9, 4 bedrooms , 3 baths,42.00736,-87.66126,Entire home/apt,785,3,28,8/23/2023,1,1,348,7,R20000058489,  Register,
45565646,Home in Chicago ,4.9, 1 bedroom , 1 shared bath,41.76259,-87.5875,Private room,25,1,14,8/30/2023,0,9,308,7,R20000055861,  Register,
45578959,Rental unit in Chicago ,4.7, 2 bedrooms , 1 bath,41.93275,-87.68846,Entire home/apt,99,2,55,9/4/2023,2,5,8,17,R18000031843,  Register,
45609760,Home in Chicago ,4.8, 3 bedrooms , 2 baths,41.97093,-87.76929,Entire home/apt,275,2,25,4/23/2023,1,1,272,11,R21000069572,  Register,
45638499,Condo in Chicago ,5.0, 2 bedrooms , 1 bath,41.97898,-87.67335,Entire home/apt,248,2,49,8/15/2023,2,2,145,22,R20000059419,  Register,
45638810,Rental unit in Chicago ,4.3, 3 bedrooms , 1 bath,41.87247,-87.71526,Entire home/apt,265,32,7,10/24/2021,0,1,0,0,R20000058882,  Register,
45642102,Rental unit in Chicago ,4.7, 1 bedroom , 1 bath,41.81158,-87.72874,Entire home/apt,60,32,13,8/14/2021,0,2,0,0,City registration pending,Not Registers,
45649212,Bed and breakfast in Chicago ,4.8, 1 bedroom , 1 shared bath,41.94507217,-87.64892578,Private room,74,1,316,9/1/2023,9,10,57,116,2738085,  Register,
45653951,Rental unit in Chicago ,4.9, 1 bedroom , 1 bath,41.88144,-87.66106,Entire home/apt,228,3,48,7/30/2023,1,6,249,13,R20000058510,  Register,
45686609,Rental unit in Chicago ,5.0, 1 bedroom , 1 bath,41.93658,-87.71897,Entire home/apt,121,2,96,9/3/2023,4,1,150,37,R23000107304,  Register,
45712121,Home in Chicago ,4.8, 1 bedroom , 1 private bath,41.93454,-87.64303,Private room,91,2,90,9/11/2023,3,1,282,30,R20000058868,  Register,
45712688,Condo in Chicago ,4.8, 1 bedroom , 1 bath,42.00902,-87.67049,Entire home/apt,132,3,90,9/3/2023,3,3,141,39,R20000058876,  Register,
45713344,Rental unit in Chicago ,   , 1 bed , 1 bath,41.89963,-87.62103,Entire home/apt,120,28,2,11/20/2022,0,34,365,1,R19000050295,  Register,
45719938,Home in Chicago ,4.9, 4 bedrooms , 3.5 baths,41.90501,-87.68127,Entire home/apt,1333,32,9,7/15/2022,0,2,263,0,R21000076000,  Register,
45726064,Rental unit in Chicago ,4.2, 3 bedrooms , 2 baths,41.8534221,-87.66670037,Entire home/apt,118,2,10,8/20/2023,2,1,66,10,R18000034979,  Register,
45731449,Rental unit in Chicago ,4.9, 3 bedrooms , 1 bath,41.98524,-87.66738,Entire home/apt,210,3,11,9/4/2023,1,1,150,11,R23000097349,  Register,
45768095,Home in Chicago ,4.8, 3 bedrooms , 1 bath,41.87252,-87.65206,Entire home/apt,154,5,63,8/23/2023,2,26,79,29,R22000092698,  Register,
45770897,Home in Chicago ,4.6, 3 bedrooms , 1 bath,41.871,-87.65143,Entire home/apt,165,5,43,7/22/2023,1,26,89,10,R22000092698,  Register,
45774105,Home in Chicago ,4.9, 1 bedroom , 2.5 shared baths,41.98448,-87.81186,Private room,43,3,37,8/9/2023,1,2,306,9,R17000014492,  Register,
45784151,Rental unit in Chicago ,4.5, 2 bedrooms , 1 bath,42.00989,-87.66378,Entire home/apt,128,2,37,8/27/2023,1,1,158,12,R23000102394,  Register,
45784632,Rental unit in Chicago ,5.0, Studio , 1 bath,41.91184,-87.67439,Entire home/apt,132,2,72,9/4/2023,2,1,320,31,R22000077237,  Register,
45786059,Home in Chicago ,4.7, 3 bedrooms , 1 bath,41.87274,-87.65136,Entire home/apt,154,5,59,8/19/2023,2,26,92,24,R21000075464,  Register,
45788381,Rental unit in Chicago ,4.9, 3 bedrooms , 1 bath,41.77413,-87.61329,Entire home/apt,153,3,28,9/3/2023,1,1,170,15,R20000058877,  Register,
